"Feature ID","Application Name","Type","T-Shirt Size","Option","Prioritised, Awaiting Analysis","Analysis Completed","Development Started","Systest Ready","Systest OK","In UAT","Ready For Release","In Production","Lead Time","Cycle Time","Development Cycle Time"
"S-146","Project S","MMF","M","20/07/2011",,"20/07/2011","29/07/2011",,"17/08/2011","17/08/2011","17/08/2011","17/08/2011",21,14,14
,,,,,,,,,,,,,,,
"A-392","Project A","MMF",,"25/07/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-147","Project S","MMF","S","04/08/2011",,"30/09/2011","30/09/2011",,"30/09/2011","30/09/2011","30/09/2011","30/09/2011",42,1,1
,,,,,,,,,,,,,,,
"S-148","Project S","MMF","S","09/08/2011",,"10/08/2011","17/08/2011",,"17/08/2011","17/08/2011","17/08/2011","17/08/2011",7,1,1
,,,,,,,,,,,,,,,
"S-149","Project S","MMF","S","10/08/2011",,"10/08/2011","10/08/2011",,"10/08/2011","04/01/2012","04/01/2012","04/01/2012",106,106,1
,,,,,,,,,,,,,,,
"S-150","Project S","MMF","S","10/08/2011",,"10/08/2011","10/08/2011",,"17/08/2011","17/08/2011","17/08/2011","17/08/2011",6,6,6
,,,,,,,,,,,,,,,
"S-151","Project S","MMF","M","10/08/2011",,"10/08/2011","17/08/2011",,"13/09/2011","13/09/2011","16/09/2011","16/09/2011",28,23,20
,,,,,,,,,,,,,,,
"A-393","Project A","MMF",,"11/08/2011",,"11/08/2011","11/08/2011",,"11/08/2011","11/08/2011","11/08/2011","12/08/2011",2,2,1
,,,,,,,,,,,,,,,
"C-134","Project C","MMF",,"11/08/2011",,"15/08/2011","15/08/2011",,"15/08/2011","15/08/2011","15/08/2011","15/08/2011",3,1,1
,,,,,,,,,,,,,,,
"S-152","Project S","MMF",,"15/08/2011",,"06/09/2011","12/10/2011",,"12/10/2011","12/10/2011","12/10/2011","12/10/2011",43,1,1
,,,,,,,,,,,,,,,
"C-135","Project C","Bug",,"15/08/2011",,"01/09/2011","16/08/2011",,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-394","Project A","Bug",,"16/08/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-395","Project A","MMF",,"17/08/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-153","Project S","MMF",,"22/08/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-397","Project A","MMF",,"23/08/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-398","Project A","MMF",,"23/08/2011",,"13/09/2011","13/09/2011",,"13/09/2011","13/09/2011","16/09/2011","16/09/2011",19,4,1
,,,,,,,,,,,,,,,
"A-399","Project A","MMF",,"23/08/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-154","Project S","MMF",,"23/08/2011",,"06/09/2011","16/09/2011",,"16/09/2011","16/09/2011","20/09/2011","23/09/2011",24,6,1
,,,,,,,,,,,,,,,
"S-155","Project S","MMF",,"23/08/2011",,"06/09/2011","23/09/2011",,"23/09/2011","23/09/2011","23/09/2011","19/10/2011",42,19,1
,,,,,,,,,,,,,,,
"A-400","Project A","Bug",,"25/08/2011",,"13/09/2011","13/09/2011",,"13/09/2011","13/09/2011","16/09/2011","16/09/2011",17,4,1
,,,,,,,,,,,,,,,
"S-156","Project S","MMF",,"31/08/2011",,"07/10/2011","07/10/2011",,"07/10/2011","07/10/2011","07/10/2011","11/10/2011",30,3,1
,,,,,,,,,,,,,,,
"S-157","Project S","MMF",,"31/08/2011",,"06/09/2011",,,,,,,0,0,0
,,,,,,,,,,,,,,,
"C-136","Project C","Bug",,"02/09/2011",,"02/09/2011","02/09/2011",,"06/09/2011","06/09/2011","06/09/2011","06/09/2011",3,3,3
,,,,,,,,,,,,,,,
"S-158","Project S","Bug",,"05/09/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-401","Project A","MMF",,"05/09/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-159","Project S","MMF",,"05/09/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-160","Project S","MMF","M","06/09/2011",,"06/09/2011","06/09/2011",,"06/09/2011","14/09/2011","19/09/2011","19/09/2011",10,10,1
,,,,,,,,,,,,,,,
"A-402","Project A","MMF",,"07/09/2011",,"04/10/2011",,,,,,,0,0,0
,,,,,,,,,,,,,,,
"C-137","Project C","Bug",,"08/09/2011",,"16/09/2011","16/09/2011",,"16/09/2011","16/09/2011","23/09/2011","28/09/2011",15,9,1
,,,,,,,,,,,,,,,
"A-403","Project A","Bug",,"08/09/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-404","Project A","Bug",,"13/09/2011",,,,,,,,"13/09/2011",1,0,0
,,,,,,,,,,,,,,,
"A-405","Project A","Bug",,"14/09/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-406","Project A","MMF","S","14/09/2011",,"14/09/2011","14/09/2011",,"14/09/2011","23/09/2011","23/09/2011","23/09/2011",8,8,1
,,,,,,,,,,,,,,,
"C-138","Project C","Bug",,"19/09/2011",,,,,,,,"23/09/2011",5,0,0
,,,,,,,,,,,,,,,
"A-407","Project A","Bug",,"19/09/2011",,,,,,,,"23/09/2011",5,0,0
,,,,,,,,,,,,,,,
"S-161","Project S","Bug",,"19/09/2011",,"23/09/2011","23/09/2011",,"23/09/2011","27/09/2011","27/09/2011","27/09/2011",7,3,1
,,,,,,,,,,,,,,,
"A-408","Project A","Bug",,"20/09/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-409","Project A","Bug",,"23/09/2011","23/09/2011",,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-410","Project A","Bug",,"23/09/2011",,"23/09/2011","28/09/2011",,"28/09/2011","28/09/2011","28/09/2011","28/09/2011",4,1,1
,,,,,,,,,,,,,,,
"A-411","Project A","Bug",,"23/09/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-412","Project A","MMF","S","23/09/2011",,"23/09/2011","23/09/2011",,"26/09/2011","26/09/2011","27/09/2011","27/09/2011",3,3,2
,,,,,,,,,,,,,,,
"S-162","Project S","MMF",,"26/09/2011",,"30/09/2011","30/09/2011",,"30/09/2011","30/09/2011","30/09/2011","30/09/2011",5,1,1
,,,,,,,,,,,,,,,
"S-163","Project S","MMF",,"27/09/2011",,"30/09/2011","30/09/2011",,"30/09/2011","30/09/2011","30/09/2011","30/09/2011",4,1,1
,,,,,,,,,,,,,,,
"A-413","Project A","Bug",,"27/09/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"C-139","Project C","Bug",,"28/09/2011",,,,,,,,"28/09/2011",1,0,0
,,,,,,,,,,,,,,,
"S-164","Project S","Bug",,"28/09/2011",,"26/10/2011","26/10/2011",,"26/10/2011","26/10/2011","26/10/2011","28/10/2011",23,3,1
,,,,,,,,,,,,,,,
"S-165","Project S","MMF","S","29/09/2011",,"30/09/2011","30/09/2011",,"05/10/2011","05/10/2011","05/10/2011","05/10/2011",5,4,4
,,,,,,,,,,,,,,,
"A-414","Project A","MMF","S","29/09/2011",,"30/09/2011","30/09/2011",,"30/09/2011","30/09/2011","30/09/2011","05/10/2011",5,4,1
,,,,,,,,,,,,,,,
"A-415","Project A","MMF",,"30/09/2011",,"04/10/2011","04/10/2011",,"04/10/2011","04/10/2011","07/10/2011","07/10/2011",6,4,1
,,,,,,,,,,,,,,,
"S-166","Project S","Bug",,"30/09/2011",,"04/10/2011","04/10/2011",,"04/10/2011","04/10/2011","04/10/2011","04/10/2011",3,1,1
,,,,,,,,,,,,,,,
"C-140","Project C","Bug",,"04/10/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-416","Project A","Bug",,"04/10/2011",,"07/10/2011","07/10/2011",,"07/10/2011","07/10/2011","07/10/2011","10/10/2011",5,2,1
,,,,,,,,,,,,,,,
"S-167","Project S","MMF","S","06/10/2011",,"06/10/2011","07/10/2011",,"12/10/2011","12/10/2011","12/10/2011","12/10/2011",5,4,4
,,,,,,,,,,,,,,,
"S-168","Project S","MMF","S","06/10/2011",,"13/10/2011","13/10/2011",,"13/10/2011","13/10/2011","13/10/2011","14/10/2011",7,2,1
,,,,,,,,,,,,,,,
"S-169","Project S","MMF","S","06/10/2011",,"14/10/2011","18/10/2011",,"26/10/2011","26/10/2011","26/10/2011","28/10/2011",17,9,7
,,,,,,,,,,,,,,,
"S-170","Project S","MMF","S","06/10/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-417","Project A","MMF",,"06/10/2011",,"06/10/2011","06/10/2011",,"06/10/2011","06/10/2011","06/10/2011","18/11/2011",32,32,1
,,,,,,,,,,,,,,,
"S-171","Project S","Bug",,"07/10/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-418","Project A","MMF","S","07/10/2011",,"07/10/2011",,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-419","Project A","MMF","S","07/10/2011",,"07/10/2011",,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-172","Project S","Bug",,"07/10/2011",,"07/10/2011","07/10/2011",,"11/10/2011","11/10/2011","11/10/2011","11/10/2011",3,3,3
,,,,,,,,,,,,,,,
"A-420","Project A","MMF","S","07/10/2011",,"07/10/2011","07/10/2011",,"13/10/2011","13/10/2011","13/10/2011","14/10/2011",6,6,5
,,,,,,,,,,,,,,,
"A-421","Project A","MMF",,"10/10/2011",,"13/10/2011","13/10/2011",,"13/10/2011","13/10/2011","13/10/2011","13/10/2011",4,1,1
,,,,,,,,,,,,,,,
"A-422","Project A","MMF",,"10/10/2011",,"10/10/2011","10/10/2011",,"13/10/2011","13/10/2011","13/10/2011","13/10/2011",4,4,4
,,,,,,,,,,,,,,,
"A-423","Project A","MMF",,"10/10/2011",,,,,,,,"17/11/2011",29,0,0
,,,,,,,,,,,,,,,
"C-142","Project C","MMF",,"11/10/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-173","Project S","MMF",,"12/10/2011",,"13/10/2011","13/10/2011",,"13/10/2011","13/10/2011","13/10/2011","14/10/2011",3,2,1
,,,,,,,,,,,,,,,
"S-174","Project S","MMF",,"12/10/2011",,"04/01/2012","04/01/2012",,"04/01/2012","04/01/2012","04/01/2012","04/01/2012",61,1,1
,,,,,,,,,,,,,,,
"C-143","Project C","MMF",,"12/10/2011",,"13/10/2011","13/10/2011",,"13/10/2011","13/10/2011","14/10/2011","14/10/2011",3,2,1
,,,,,,,,,,,,,,,
"S-175","Project S","MMF",,"13/10/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-176","Project S","Bug",,"13/10/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-424","Project A","MMF","S","13/10/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-425","Project A","Bug",,"13/10/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-177","Project S","MMF",,"14/10/2011",,"18/10/2011","18/10/2011",,"18/10/2011","18/10/2011","18/10/2011","18/10/2011",3,1,1
,,,,,,,,,,,,,,,
"A-426","Project A","MMF","S","17/10/2011",,"17/10/2011","17/10/2011",,"18/10/2011","20/10/2011","20/10/2011","18/11/2011",25,25,2
,,,,,,,,,,,,,,,
"C-144","Project C","MMF",,"17/10/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-178","Project S","MMF",,"18/10/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-427","Project A","MMF","S","20/10/2011",,"24/10/2011","24/10/2011",,"24/10/2011","24/10/2011","24/10/2011","24/10/2011",3,1,1
,,,,,,,,,,,,,,,
"P-1","Project P","MMF","S","20/10/2011",,"21/10/2011","21/10/2011",,"21/10/2011","21/10/2011","21/10/2011","21/10/2011",2,1,1
,,,,,,,,,,,,,,,
"P-2","Project P","MMF","S","20/10/2011",,"21/10/2011","21/10/2011",,"21/10/2011","21/10/2011","21/10/2011","21/10/2011",2,1,1
,,,,,,,,,,,,,,,
"P-3","Project P","MMF","S","21/10/2011",,"24/10/2011","24/10/2011",,"24/10/2011","24/10/2011","24/10/2011","24/10/2011",2,1,1
,,,,,,,,,,,,,,,
"P-4","Project P","MMF","S","21/10/2011",,"21/10/2011","21/10/2011",,"21/10/2011","21/10/2011","21/10/2011","21/10/2011",1,1,1
,,,,,,,,,,,,,,,
"P-5","Project P","MMF","S","21/10/2011",,"24/10/2011","24/10/2011",,"24/10/2011","24/10/2011","24/10/2011","24/10/2011",2,1,1
,,,,,,,,,,,,,,,
"P-6","Project P","MMF","S","21/10/2011",,"26/10/2011","26/10/2011",,"26/10/2011","26/10/2011","26/10/2011","26/10/2011",4,1,1
,,,,,,,,,,,,,,,
"A-428","Project A","MMF","S","21/10/2011",,"21/10/2011",,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-179","Project S","MMF",,"24/10/2011",,"26/10/2011","26/10/2011",,"28/10/2011","28/10/2011","28/10/2011","11/11/2011",15,13,3
,,,,,,,,,,,,,,,
"A-429","Project A","MMF","S","26/10/2011",,"26/10/2011","04/11/2011",,"04/11/2011","10/11/2011","10/11/2011","10/11/2011",12,5,1
,,,,,,,,,,,,,,,
"P-7","Project P","MMF","S","26/10/2011",,"26/10/2011","26/10/2011",,"26/10/2011","26/10/2011","26/10/2011","26/10/2011",1,1,1
,,,,,,,,,,,,,,,
"P-8","Project P","MMF","S","26/10/2011",,"02/11/2011","02/11/2011",,"14/11/2011","14/11/2011","14/11/2011","14/11/2011",14,9,9
,,,,,,,,,,,,,,,
"A-430","Project A","MMF","S","28/10/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-180","Project S","MMF",,"31/10/2011",,"02/11/2011","02/11/2011",,"02/11/2011","10/11/2011","10/11/2011","10/11/2011",9,7,1
,,,,,,,,,,,,,,,
"S-181","Project S","MMF",,"31/10/2011",,"02/11/2011","02/11/2011",,"02/11/2011","02/11/2011","04/11/2011","11/11/2011",10,8,1
,,,,,,,,,,,,,,,
"A-431","Project A","MMF","S","02/11/2011",,"04/11/2011","04/11/2011",,"04/11/2011","10/11/2011","10/11/2011","10/11/2011",7,5,1
,,,,,,,,,,,,,,,
"S-182","Project S","MMF","S","02/11/2011",,"04/11/2011","04/11/2011",,"04/11/2011","11/11/2011","11/11/2011","11/11/2011",8,6,1
,,,,,,,,,,,,,,,
"C-145","Project C","Bug",,"02/11/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"C-146","Project C","MMF","S","02/11/2011",,"02/11/2011","02/11/2011",,"14/11/2011","14/11/2011","14/11/2011","14/11/2011",9,9,9
,,,,,,,,,,,,,,,
"C-147","Project C","MMF","S","02/11/2011",,"02/11/2011","02/11/2011",,"02/11/2011","02/11/2011","02/11/2011","02/11/2011",1,1,1
,,,,,,,,,,,,,,,
"A-432","Project A","Build Maintenance","S","02/11/2011",,"07/11/2011","07/11/2011",,"07/11/2011",,,,0,0,1
,,,,,,,,,,,,,,,
"A-433","Project A","MMF",,"03/11/2011",,"07/11/2011","07/11/2011",,"07/11/2011","07/11/2011","07/11/2011","07/11/2011",3,1,1
,,,,,,,,,,,,,,,
"S-183","Project S","MMF",,"03/11/2011",,"04/11/2011",,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-184","Project S","Bug",,"04/11/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-434","Project A","Bug",,"07/11/2011",,"07/11/2011","07/11/2011",,"09/11/2011","14/11/2011","14/11/2011","14/11/2011",6,6,3
,,,,,,,,,,,,,,,
"S-185","Project S","MMF",,"07/11/2011",,"15/11/2011","15/11/2011",,"15/11/2011","15/11/2011","15/11/2011","15/11/2011",7,1,1
,,,,,,,,,,,,,,,
"A-435","Project A","MMF",,"08/11/2011",,"18/11/2011","18/11/2011",,"18/11/2011","18/11/2011","04/01/2012","04/01/2012",42,34,1
,,,,,,,,,,,,,,,
"A-436","Project A","MMF",,"08/11/2011",,"11/11/2011","11/11/2011",,"11/11/2011","11/11/2011","11/11/2011","11/11/2011",4,1,1
,,,,,,,,,,,,,,,
"A-437","Project A","MMF",,"09/11/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-438","Project A","MMF","S","09/11/2011",,"15/11/2011","15/11/2011",,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-186","Project S","Build Maintenance","S","10/11/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-439","Project A","Bug",,"11/11/2011",,"15/11/2011","15/11/2011",,"15/11/2011","15/11/2011","15/11/2011","17/11/2011",5,3,1
,,,,,,,,,,,,,,,
"S-187","Project S","MMF","S","14/11/2011",,"15/11/2011","15/11/2011",,"15/11/2011","15/11/2011","15/11/2011","15/11/2011",2,1,1
,,,,,,,,,,,,,,,
"S-188","Project S","Bug",,"14/11/2011",,"23/11/2011","23/11/2011",,"24/11/2011","24/11/2011","24/11/2011","24/11/2011",9,2,2
,,,,,,,,,,,,,,,
"A-440","Project A","MMF",,"15/11/2011",,"16/11/2011","12/12/2011",,"12/12/2011","15/12/2011","15/12/2011","15/12/2011",23,4,1
,,,,,,,,,,,,,,,
"S-189","Project S","MMF",,"15/11/2011",,,,,,,,"04/01/2012",37,0,0
,,,,,,,,,,,,,,,
"A-441","Project A","MMF",,"16/11/2011",,"23/11/2011","23/11/2011",,"23/11/2011","23/11/2011","23/11/2011","30/11/2011",11,6,1
,,,,,,,,,,,,,,,
"A-442","Project A","MMF",,"16/11/2011",,"18/11/2011","18/11/2011",,"18/11/2011","18/11/2011","21/11/2011","21/11/2011",4,2,1
,,,,,,,,,,,,,,,
"A-443","Project A","Bug",,"16/11/2011",,"16/11/2011","16/11/2011",,"16/11/2011","16/11/2011","16/11/2011","16/11/2011",1,1,1
,,,,,,,,,,,,,,,
"A-444","Project A","MMF",,"16/11/2011",,"16/11/2011","16/11/2011",,"16/11/2011","16/11/2011","16/11/2011","16/11/2011",1,1,1
,,,,,,,,,,,,,,,
"C-148","Project C","MMF",,"17/11/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"C-149","Project C","MMF",,"17/11/2011",,,,,,,,"21/11/2011",3,0,0
,,,,,,,,,,,,,,,
"S-190","Project S","Bug",,"21/11/2011",,"23/11/2011","23/11/2011",,"04/01/2012","04/01/2012","04/01/2012","04/01/2012",33,31,31
,,,,,,,,,,,,,,,
"S-191","Project S","MMF","S","22/11/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-446","Project A","MMF","S","23/11/2011",,"08/12/2011","08/12/2011",,"08/12/2011","08/12/2011","08/12/2011","08/12/2011",12,1,1
,,,,,,,,,,,,,,,
"A-447","Project A","MMF","S","23/11/2011",,"23/11/2011","24/11/2011",,"30/11/2011","30/11/2011","30/11/2011","30/11/2011",6,5,5
,,,,,,,,,,,,,,,
"A-448","Project A","MMF",,"24/11/2011",,"01/12/2011","01/12/2011",,"12/12/2011","12/12/2011","12/12/2011","12/12/2011",13,8,8
,,,,,,,,,,,,,,,
"A-451","Project A","MMF",,"24/11/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-452","Project A","MMF",,"25/11/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-453","Project A","Bug",,"25/11/2011",,"28/11/2011","28/11/2011",,"28/11/2011","28/11/2011","28/11/2011","29/11/2011",3,2,1
,,,,,,,,,,,,,,,
"A-454","Project A","Bug",,"28/11/2011",,"29/11/2011","29/11/2011",,"29/11/2011","29/11/2011","29/11/2011","30/11/2011",3,2,1
,,,,,,,,,,,,,,,
"A-455","Project A","Bug",,"29/11/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-456","Project A","Bug",,"29/11/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-192","Project S","MMF",,"29/11/2011",,"30/11/2011","30/11/2011",,"30/11/2011","30/11/2011","30/11/2011","30/11/2011",2,1,1
,,,,,,,,,,,,,,,
"S-193","Project S","MMF",,"05/12/2011",,"07/12/2011","07/12/2011",,"07/12/2011","07/12/2011","07/12/2011","07/12/2011",3,1,1
,,,,,,,,,,,,,,,
"A-457","Project A","MMF",,"06/12/2011",,"12/12/2011","12/12/2011",,"12/12/2011","12/12/2011","12/12/2011","12/12/2011",5,1,1
,,,,,,,,,,,,,,,
"S-194","Project S","MMF",,"06/12/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-195","Project S","MMF",,"06/12/2011",,"12/12/2011","12/12/2011",,"12/12/2011","12/12/2011","12/12/2011","12/12/2011",5,1,1
,,,,,,,,,,,,,,,
"S-196","Project S","MMF",,"07/12/2011",,"12/12/2011","12/12/2011",,"12/12/2011","12/12/2011","12/12/2011","12/12/2011",4,1,1
,,,,,,,,,,,,,,,
"A-458","Project A","MMF","S","07/12/2011",,"12/12/2011","04/01/2012",,"04/01/2012","04/01/2012","05/01/2012","06/01/2012",23,3,1
,,,,,,,,,,,,,,,
"A-459","Project A","MMF",,"07/12/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-460","Project A","Bug",,"07/12/2011",,"15/12/2011","15/12/2011",,"15/12/2011","15/12/2011","15/12/2011","15/12/2011",7,1,1
,,,,,,,,,,,,,,,
"A-461","Project A","Bug",,"08/12/2011",,"12/12/2011","12/12/2011",,"12/12/2011","12/12/2011","12/12/2011","12/12/2011",3,1,1
,,,,,,,,,,,,,,,
"S-197","Project S","MMF",,"09/12/2011",,"12/12/2011","12/12/2011",,"12/12/2011","12/12/2011","12/12/2011","12/12/2011",2,1,1
,,,,,,,,,,,,,,,
"S-198","Project S","MMF",,"10/12/2011",,"12/12/2011","12/12/2011",,"12/12/2011","12/12/2011","12/12/2011","12/12/2011",1,1,1
,,,,,,,,,,,,,,,
"A-462","Project A","Bug",,"12/12/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-463","Project A","MMF","S","12/12/2011",,"12/12/2011",,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-199","Project S","MMF","S","12/12/2011",,,,,,,,"03/01/2012",17,0,0
,,,,,,,,,,,,,,,
"S-200","Project S","MMF","S","12/12/2011",,"22/02/2012","22/02/2012",,"22/02/2012","22/02/2012","22/02/2012","22/02/2012",53,1,1
,,,,,,,,,,,,,,,
"S-201","Project S","MMF",,"13/12/2011",,"15/12/2011","15/12/2011",,"15/12/2011","15/12/2011","15/12/2011","15/12/2011",3,1,1
,,,,,,,,,,,,,,,
"A-464","Project A","MMF",,"14/12/2011",,"16/01/2012","16/01/2012",,"16/01/2012","16/01/2012","16/01/2012","16/01/2012",24,1,1
,,,,,,,,,,,,,,,
"A-465","Project A","MMF",,"14/12/2011",,"04/01/2012","04/01/2012",,"06/01/2012","06/01/2012","06/01/2012","06/01/2012",18,3,3
,,,,,,,,,,,,,,,
"A-466","Project A","MMF",,"14/12/2011",,"15/12/2011","15/12/2011",,"15/12/2011","15/12/2011","15/12/2011","15/12/2011",2,1,1
,,,,,,,,,,,,,,,
"S-202","Project S","MMF","S","19/12/2011",,"19/12/2011",,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-467","Project A","MMF",,"19/12/2011",,"04/01/2012","04/01/2012",,"04/01/2012","04/01/2012","05/01/2012","06/01/2012",15,3,1
,,,,,,,,,,,,,,,
"S-203","Project S","MMF",,"19/12/2011",,"10/01/2012","12/01/2012",,"12/01/2012","12/01/2012","12/01/2012","16/01/2012",21,3,1
,,,,,,,,,,,,,,,
"C-150","Project C","Bug","S","20/12/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-204","Project S","MMF","S","20/12/2011",,"20/12/2011","20/12/2011",,"20/12/2011","04/01/2012","05/01/2012",,0,0,1
,,,,,,,,,,,,,,,
"A-468","Project A","MMF",,"20/12/2011",,"20/12/2011","20/12/2011",,"20/12/2011","20/12/2011","20/12/2011","20/12/2011",1,1,1
,,,,,,,,,,,,,,,
"A-469","Project A","MMF",,"20/12/2011",,"05/01/2012","05/01/2012",,"05/01/2012","05/01/2012","05/01/2012","05/01/2012",13,1,1
,,,,,,,,,,,,,,,
"S-205","Project S","MMF",,"20/12/2011",,"20/12/2011","04/01/2012",,"04/01/2012","04/01/2012","05/01/2012",,0,0,1
,,,,,,,,,,,,,,,
"A-470","Project A","Bug",,"20/12/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-471","Project A","MMF","M","22/12/2011",,"22/12/2011","04/01/2012",,"04/01/2012","04/01/2012","05/01/2012","06/01/2012",12,3,1
,,,,,,,,,,,,,,,
"A-472","Project A","Bug",,"04/01/2012",,"12/01/2012","06/01/2012",,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-206","Project S","MMF","S","04/01/2012",,"04/01/2012","04/01/2012",,"04/01/2012","05/01/2012","09/01/2012","09/01/2012",4,4,1
,,,,,,,,,,,,,,,
"A-473","Project A","Infrastructure","M","05/01/2012",,"28/02/2012","28/02/2012",,"28/02/2012","28/02/2012","28/02/2012","28/02/2012",39,1,1
,,,,,,,,,,,,,,,
"A-474","Project A","Build Maintenance","S","05/01/2012",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-475","Project A","MMF",,"05/01/2012",,"19/01/2012","19/01/2012",,"19/01/2012","19/01/2012","23/01/2012","23/01/2012",13,3,1
,,,,,,,,,,,,,,,
"S-207","Project S","MMF",,"05/01/2012",,"10/01/2012","17/01/2012",,"18/01/2012","18/01/2012","18/01/2012","18/01/2012",10,2,2
,,,,,,,,,,,,,,,
"S-208","Project S","MMF",,"05/01/2012",,"10/01/2012","19/01/2012",,"19/01/2012","19/01/2012","19/01/2012","24/01/2012",14,4,1
,,,,,,,,,,,,,,,
"A-476","Project A","Bug",,"05/01/2012",,"22/02/2012","22/02/2012",,"22/02/2012","22/02/2012","22/02/2012","22/02/2012",35,1,1
,,,,,,,,,,,,,,,
"S-209","Project S","MMF",,"06/01/2012",,"10/01/2012","10/01/2012",,"10/01/2012",,,,0,0,1
,,,,,,,,,,,,,,,
"S-210","Project S","MMF",,"06/01/2012",,"10/01/2012","10/01/2012",,"10/01/2012","12/01/2012","12/01/2012","12/01/2012",5,3,1
,,,,,,,,,,,,,,,
"C-151","Project C","MMF","S","09/01/2012",,"10/01/2012","10/01/2012",,"13/01/2012","13/01/2012","13/01/2012","16/01/2012",6,5,4
,,,,,,,,,,,,,,,
"S-211","Project S","MMF","S","09/01/2012",,"10/01/2012","10/01/2012",,"10/01/2012","10/01/2012","10/01/2012","10/01/2012",2,1,1
,,,,,,,,,,,,,,,
"S-212","Project S","MMF",,"09/01/2012",,"10/01/2012","10/01/2012",,"10/01/2012","10/01/2012","10/01/2012","10/01/2012",2,1,1
,,,,,,,,,,,,,,,
"A-477","Project A","MMF","S","09/01/2012",,"09/01/2012","19/01/2012",,"19/01/2012","19/01/2012","19/01/2012","19/01/2012",9,1,1
,,,,,,,,,,,,,,,
"A-478","Project A","Infrastructure","L","11/01/2012",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-213","Project S","MMF",,"11/01/2012",,"11/01/2012","17/01/2012",,"18/01/2012","18/01/2012","18/01/2012","18/01/2012",6,2,2
,,,,,,,,,,,,,,,
"S-214","Project S","MMF",,"11/01/2012",,"11/01/2012","18/01/2012",,"18/01/2012","25/01/2012","25/01/2012","26/01/2012",12,7,1
,,,,,,,,,,,,,,,
"S-215","Project S","MMF",,"11/01/2012",,"12/01/2012","12/01/2012",,"12/01/2012","12/01/2012","12/01/2012","12/01/2012",2,1,1
,,,,,,,,,,,,,,,
"A-479","Project A","MMF",,"11/01/2012",,"12/01/2012","12/01/2012",,"13/01/2012","16/01/2012","16/01/2012","18/01/2012",6,5,2
,,,,,,,,,,,,,,,
